,seconds_elapsed,z,y,x
3,224014510E1;2,392950058E-1;1,799489260E-1;-1,169497490E0;1,207215016E0
3,224512676E1;2,702913582E-1;2,298957109E-1;-1,249190331E0;1,298609232E0
3,225012963E1;2,420426309E-1;2,798830271E-1;-1,321573257E0;1,372397544E0
3,225513244E1;2,833781242E-1;3,491721153E-1;-1,398668289E0;1,469182531E0
3,226013526E1;3,100603819E-1;4,140716791E-1;-1,449439049E0;1,538982245E0
3,226516390E1;3,676529229E-1;4,628753662E-1;-1,555294037E0;1,663839481E0
3,227016802E1;4,252617955E-1;5,273196697E-1;-1,637282372E0;1,771893674E0
3,227517213E1;4,828050137E-1;5,693212748E-1;-1,566275597E0;1,735063872E0
3,228017624E1;4,995473027E-1;6,294592619E-1;-1,490789413E0;1,693581868E0
3,228517041E1;4,728037119E-1;6,814663410E-1;-1,403684616E0;1,630420260E0
3,229017406E1;4,554126859E-1;6,750018597E-1;-1,391077995E0;1,611870409E0
3,229517765E1;4,907618761E-1;6,290613413E-1;-1,335583687E0;1,555747144E0
3,230018130E1;4,399855733E-1;6,106547117E-1;-1,105664253E0;1,337527541E0
3,230516005E1;3,237453699E-1;6,194987297E-1;-7,494201660E-1;1,024802579E0
3,231016244E1;1,862636805E-1;6,263388395E-1;-4,584293365E-1;7,982179885E-1
3,231516484E1;1,015983224E-1;5,707137585E-1;-3,569345474E-1;6,807633101E-1
3,232016718E1;6,649613380E-2;4,619880915E-1;-3,153429031E-1;5,632902263E-1
3,232520291E1;5,918014050E-2;3,740338087E-1;-3,477306366E-1;5,141207783E-1
3,233020697E1;5,747801065E-2;3,350756168E-1;-3,820447922E-1;5,114074833E-1
3,233521098E1;6,740593910E-2;4,045408964E-1;-4,372987747E-1;5,995224065E-1
3,234021505E1;1,083859205E-1;4,959766865E-1;-4,847106934E-1;7,019151213E-1
3,234521593E1;1,770850420E-1;6,122529507E-1;-5,627002716E-1;8,502025543E-1
3,235021979E1;2,217454314E-1;8,327480555E-1;-6,570358276E-1;1,083668048E0
3,235522369E1;2,239853144E-1;9,688093662E-1;-7,415590286E-1;1,240431700E0
3,236022755E1;1,994327307E-1;1,073869348E0;-9,265203476E-1;1,432273977E0
3,236523255E1;1,664695740E-1;1,090948462E0;-1,054007530E0;1,526044737E0
3,237023650E1;1,056051254E-1;1,068471551E0;-1,160073280E0;1,580681471E0
3,237524046E1;3,878396749E-2;1,026177526E0;-1,249579430E0;1,617403246E0
3,238024437E1;2,081346512E-2;9,809558392E-1;-1,246022224E0;1,585963096E0
3,238522854E1;-3,674256802E-2;9,734159708E-1;-1,173422813E0;1,525060578E0
3,239023150E1;-1,121962667E-1;1,013525367E0;-1,031916618E0;1,450749316E0
3,239523442E1;-1,913122535E-1;1,050527215E0;-8,502435684E-1;1,364962246E0
3,240023739E1;-2,888260484E-1;1,009857535E0;-6,475696564E-1;1,233928356E0
3,240524624E1;-4,141955972E-1;9,412068129E-1;-4,716711044E-1;1,131327489E0
3,241024947E1;-4,756645560E-1;8,225017786E-1;-3,965396881E-1;1,029567710E0
3,241525276E1;-5,485929251E-1;7,250100374E-1;-3,477067947E-1;9,733929150E-1
3,242025598E1;-5,768842697E-1;6,505210400E-1;-2,436380386E-1;9,029576834E-1
3,242527416E1;-5,383440852E-1;6,583535671E-1;-1,799907684E-1;8,692758194E-1
3,243027817E1;-5,452727675E-1;7,076184750E-1;-1,710395813E-1;9,095607926E-1
3,243528213E1;-5,331144333E-1;7,696310282E-1;-1,808462143E-1;9,535451073E-1
3,244028614E1;-5,075270534E-1;8,082264662E-1;-1,663599014E-1;9,687565986E-1
3,244529479E1;-4,669482112E-1;8,547710180E-1;-2,880020142E-1;1,015686608E0
3,245029901E1;-4,116772413E-1;8,713282347E-1;-5,193538666E-1;1,094723473E0
3,245530322E1;-4,163317680E-1;1,023329020E0;-4,584102631E-1;1,196108019E0
3,246030744E1;-3,621070981E-1;1,143224835E0;-5,841302872E-1;1,333901333E0
3,246529208E1;-1,938545108E-1;1,123487234E0;-7,264080048E-1;1,351840126E0
3,247029531E1;-6,444609165E-2;1,172755122E0;-8,876218796E-1;1,472202594E0
3,247529859E1;3,365314007E-2;1,278936505E0;-1,034224510E0;1,645123538E0
3,248030182E1;1,578620672E-1;1,391675115E0;-1,132734299E0;1,801323693E0
3,248530864E1;2,550149560E-1;1,494628429E0;-1,207234383E0;1,938133541E0
3,249031208E1;3,149877191E-1;1,602425337E0;-1,190849304E0;2,021164587E0
3,249531552E1;3,445497751E-1;1,645648718E0;-1,196180344E0;2,063424742E0
3,250031890E1;3,578608632E-1;1,645982265E0;-1,139496803E0;2,033660488E0
3,250532322E1;3,764720857E-1;1,625160575E0;-9,969701767E-1;1,943406200E0
3,251032671E1;3,593357801E-1;1,592705607E0;-8,548603058E-1;1,842991996E0
3,251533015E1;3,138646483E-1;1,560431838E0;-6,748476028E-1;1,728837131E0
3,252033364E1;2,882815599E-1;1,494572520E0;-4,904079437E-1;1,599172670E0
3,252531640E1;3,266150951E-1;1,419141650E0;-3,421354294E-1;1,495893411E0
3,253031880E1;3,126578927E-1;1,367602348E0;-2,298793793E-1;1,421596170E0
3,253532124E1;2,977913618E-1;1,318288803E0;-9,607124329E-2;1,354915033E0
3,254032369E1;2,467780709E-1;1,225795150E0;1,215162277E-1;1,256279968E0
3,254535963E1;1,948341727E-1;1,209632277E0;3,246412277E-1;1,267502477E0
3,255036374E1;1,487924457E-1;1,238481522E0;4,726362228E-1;1,333926786E0
3,255536786E1;1,016814113E-1;1,228178740E0;6,685132980E-1;1,402024306E0
3,256037197E1;8,254361153E-2;1,185544252E0;8,907585144E-1;1,485186639E0
3,256536489E1;1,099295020E-1;1,150875568E0;1,124995232E0;1,613137731E0
3,257036843E1;1,565270424E-1;1,169200182E0;1,332903862E0;1,779933281E0
3,257537197E1;2,529265881E-1;1,192149401E0;1,437977791E0;1,884932938E0
3,258037552E1;2,793766856E-1;1,241366625E0;1,476221085E0;1,948915370E0
3,258538796E1;3,103701472E-1;1,300019503E0;1,600872993E0;2,085467496E0
3,259039197E1;3,127834797E-1;1,313223720E0;1,637196541E0;2,121980810E0
3,259539593E1;3,161866665E-1;1,300531149E0;1,614049911E0;2,096786206E0
3,260039999E1;3,475981951E-1;1,238232136E0;1,553091049E0;2,016466001E0
3,260540270E1;5,274170041E-1;1,263777494E0;1,451915741E0;1,995836058E0
3,261040666E1;7,073888779E-1;1,267820239E0;1,365520477E0;1,993091407E0
3,261541057E1;9,344838262E-1;1,148652434E0;1,303216934E0;1,972571118E0
3,262041447E1;1,115834832E0;1,005915403E0;1,465558052E0;2,098764774E0
3,262540885E1;1,243444800E0;9,051523209E-1;1,801557541E0;2,368768724E0
3,263041229E1;1,268435359E0;7,419147491E-1;2,341612816E0;2,764510144E0
3,263541572E1;1,128608346E0;7,131266594E-1;3,039659500E0;3,319915105E0
3,264041921E1;8,947010040E-1;5,938998461E-1;3,849918365E0;3,996883578E0
3,264542999E1;6,149691939E-1;3,237197399E-1;4,590625763E0;4,642932960E0
3,265043385E1;4,333667159E-1;-1,268273592E-1;5,219272614E0;5,238768797E0
3,265543765E1;3,492620885E-1;-6,601744890E-1;5,657595634E0;5,706680535E0
3,266044145E1;1,158409119E-1;-1,003934383E0;6,289099693E0;6,369778514E0
3,266544583E1;-5,197119117E-1;-1,163994431E0;6,855492592E0;6,973002380E0
3,267044963E1;-7,356506586E-1;-1,517854214E0;7,106053352E0;7,303496255E0
3,267545348E1;-3,930790424E-1;-2,095122337E0;6,998423576E0;7,315871875E0
3,268045734E1;-1,850634813E-2;-2,709097385E0;6,602606773E0;7,136803720E0
3,268545749E1;1,243627071E-1;-2,969841957E0;6,074613571E0;6,762866062E0
3,269046119E1;-2,394753695E-1;-2,551353693E0;5,505743027E0;6,072887320E0
3,269546484E1;-7,698953152E-1;-1,968203783E0;5,047113419E0;5,471738187E0
3,270046848E1;-9,522584081E-1;-1,563581705E0;4,519263268E0;4,875994699E0
3,270547270E1;-6,631700397E-1;-1,713455915E0;3,611281395E0;4,051799475E0
3,271047640E1;-1,092709899E-1;-1,871012568E0;2,823532104E0;3,388946994E0
3,271548010E1;8,232015371E-2;-1,688106775E0;1,956786156E0;2,585632060E0
3,272048380E1;-2,037394047E-2;-1,121749878E0;1,302573204E0;1,719137818E0
3,272547354E1;-1,077508926E-1;-6,023832560E-1;6,805696487E-1;9,152326965E-1
3,273047650E1;-1,873239279E-1;-3,063520193E-1;3,509817123E-1;5,021254585E-1
3,273547947E1;-2,850781679E-1;-3,330537081E-1;2,145118713E-1;4,880672876E-1
3,274048244E1;-1,970821619E-1;-5,205935240E-1;-3,384399414E-2;5,576776952E-1
3,274550333E1;-2,530336380E-1;-6,478765607E-1;-3,178787231E-1;7,647332492E-1
3,275050718E1;-4,735835791E-1;-7,429170609E-1;-4,892835617E-1;1,007772578E0
3,275551109E1;-6,741956472E-1;-9,056900740E-1;-4,378499985E-1;1,211002437E0
3,276051499E1;-7,136428356E-1;-1,102116704E0;-3,261880875E-1;1,352902803E0
3,276551452E1;-7,276021242E-1;-1,346229315E0;-1,610393524E-1;1,538724112E0
3,277051822E1;-6,912488937E-1;-1,492031455E0;1,107015610E-1;1,648101250E0
3,277552187E1;-4,943926334E-1;-1,680796027E0;4,534053802E-1;1,809717050E0
3,278052557E1;-4,780123234E-1;-1,707282543E0;7,141780853E-1;1,911376415E0
3,278550885E1;-3,417378664E-1;-1,677464008E0;8,266000748E-1;1,901036021E0
3,279051151E1;-2,075707316E-1;-1,620417714E0;8,246154785E-1;1,829980837E0
3,279551416E1;-3,639060259E-1;-1,438212276E0;7,732076645E-1;1,672941194E0
3,280051682E1;-4,954993725E-2;-1,632787585E0;8,279008865E-1;1,831357522E0
3,280554312E1;1,775294542E-1;-1,832025290E0;7,609987259E-1;1,991720972E0
3,281054692E1;2,562125623E-1;-1,872953176E0;5,749473572E-1;1,975895479E0
3,281555078E1;2,209908664E-1;-1,738795877E0;3,272304535E-1;1,783066974E0
3,282055463E1;1,277152896E-1;-1,539565206E0;1,207284927E-1;1,549563676E0
3,282555145E1;4,543864727E-2;-1,361565828E0;-7,336235046E-2;1,364297698E0
3,283055494E1;-7,854354382E-2;-1,298429608E0;-2,025146484E-1;1,316472833E0
3,283555838E1;-2,217392921E-1;-1,276529312E0;-3,745851517E-1;1,348706578E0
3,284056187E1;-4,283190966E-1;-1,279759884E0;-5,034904480E-1;1,440397598E0
3,284558223E1;-6,029003263E-1;-1,291925669E0;-6,420059204E-1;1,563563986E0
3,285058661E1;-7,521232367E-1;-1,299418807E0;-8,619012833E-1;1,731199706E0
3,285559093E1;-8,502241373E-1;-1,388726473E0;-1,038652420E0;1,931383222E0
3,286059526E1;-9,604853988E-1;-1,488563418E0;-1,031140327E0;2,049781361E0
3,286556927E1;-1,141630650E0;-1,479381800E0;-9,473428726E-1;2,095077461E0
3,287057213E1;-1,262851000E0;-1,438203692E0;-9,524364471E-1;2,137839492E0
3,287557494E1;-1,343027115E0;-1,487022042E0;-1,007995605E0;2,242991646E0
3,288057776E1;-1,385266304E0;-1,577649593E0;-9,391880035E-1;2,300003278E0
3,288560208E1;-1,434427023E0;-1,649947882E0;-7,054643631E-1;2,297300343E0
3,289060598E1;-1,465595603E0;-1,689606786E0;-4,911489487E-1;2,289971365E0
3,289560984E1;-1,401123762E0;-1,739786029E0;-3,343925476E-1;2,258721231E0
3,290061374E1;-1,267698288E0;-1,754853964E0;-2,230424881E-1;2,176308649E0
3,290561427E1;-1,158747315E0;-1,736927986E0;-1,115169525E-1;2,090944811E0
3,291061796E1;-1,086905241E0;-1,626075029E0;1,218318939E-2;1,955922144E0
3,291562166E1;-1,021979690E0;-1,525185347E0;3,082370758E-2;1,836187062E0
3,292062541E1;-9,100339413E-1;-1,476982117E0;6,702423096E-3;1,734843759E0
3,292561848E1;-8,313844204E-1;-1,445434213E0;-6,969928741E-2;1,668933225E0
3,293062171E1;-7,618599534E-1;-1,406708121E0;-1,791696548E-1;1,609770199E0
3,293562489E1;-6,585179567E-1;-1,355890512E0;-3,504142761E-1;1,547538415E0
3,294062807E1;-5,842252970E-1;-1,225850105E0;-5,283708572E-1;1,457121629E0
3,294564791E1;-5,524317026E-1;-1,136495590E0;-7,058668137E-1;1,447429090E0
3,295065192E1;-5,720124245E-1;-9,966448545E-1;-9,356288910E-1;1,481857146E0
3,295565598E1;-6,518696547E-1;-9,045096040E-1;-1,162623405E0;1,610827382E0
3,296065999E1;-6,763203740E-1;-8,912249804E-1;-1,341453552E0;1,746765252E0
3,296565520E1;-6,631696224E-1;-8,465502858E-1;-1,527274132E0;1,867888543E0
3,297065880E1;-6,179119945E-1;-7,921678424E-1;-1,724883556E0;1,996138374E0
3,297566239E1;-5,816286802E-1;-7,448639274E-1;-1,867306232E0;2,092832234E0
3,298066598E1;-4,995155931E-1;-6,975352168E-1;-1,940265656E0;2,121485805E0
3,298567437E1;-4,847095609E-1;-5,951607227E-1;-1,929543018E0;2,076606825E0
3,299067822E1;-5,497428179E-1;-5,048485994E-1;-1,871176243E0;2,014544565E0
3,299568202E1;-5,327106714E-1;-4,650509357E-1;-1,808327675E0;1,941675053E0
3,300068583E1;-4,744345546E-1;-4,375437498E-1;-1,776880741E0;1,890459692E0
3,300566426E1;-3,503445387E-1;-4,342806339E-1;-1,788719177E0;1,873728171E0
3,301066682E1;-3,195218444E-1;-4,025739431E-1;-1,748003006E0;1,821997392E0
3,301566937E1;-2,246366143E-1;-3,615404367E-1;-1,745614052E0;1,796758613E0
3,302067192E1;-1,049872637E-1;-3,588840961E-1;-1,719231129E0;1,759424847E0
3,302569135E1;-1,671856642E-2;-3,250735998E-1;-1,754949570E0;1,784881046E0
3,303069473E1;-2,595162392E-2;-3,052082062E-1;-1,713941097E0;1,741097246E0
3,303569812E1;-8,717453480E-2;-2,320874929E-1;-1,639401436E0;1,658041336E0
3,304070156E1;-1,245245934E-1;-2,037981749E-1;-1,581673622E0;1,599603550E0
3,304571864E1;-1,839634180E-1;-2,271904945E-1;-1,583874702E0;1,610626317E0
3,305072270E1;-2,445495725E-1;-2,831015587E-1;-1,703381062E0;1,743977645E0
3,305572682E1;-2,724840641E-1;-3,042533398E-1;-1,782156467E0;1,828359739E0
3,306073088E1;-1,797635555E-1;-2,690069675E-1;-1,817913532E0;1,846480245E0
3,306572463E1;-1,373328567E-1;-2,276149988E-1;-1,731825352E0;1,752109571E0
3,307072822E1;-1,891394854E-1;-7,477903366E-2;-1,646135330E0;1,658652216E0
3,307573176E1;-2,131912708E-1;-2,112901211E-2;-1,649385452E0;1,663240609E0
3,308073536E1;-3,435253501E-1;-2,584373951E-2;-1,617060661E0;1,653348949E0
3,308574479E1;-4,077451825E-1;-9,356784821E-2;-1,623383522E0;1,676420334E0
3,309074869E1;-4,179440737E-1;-2,003476620E-1;-1,519962311E0;1,589056909E0
3,309575249E1;-5,446727872E-1;-1,668440104E-1;-1,304562569E0;1,423512861E0
3,310075635E1;-5,375227928E-1;-6,280624866E-2;-1,230973244E0;1,344682306E0
3,310576020E1;-4,373834133E-1;-6,320846081E-2;-1,236773491E0;1,313357616E0
3,311076406E1;-2,313430905E-1;-4,851055145E-2;-1,245182991E0;1,267420049E0
3,311576791E1;-3,589314222E-2;7,926952839E-2;-1,162799835E0;1,166051214E0
3,312077176E1;3,203886747E-2;2,240889072E-1;-9,490079880E-1;9,756323532E-1
3,312576822E1;1,323055625E-1;3,133319616E-1;-8,551015854E-1;9,202610507E-1
3,313077171E1;1,809206009E-1;3,012667894E-1;-7,947683334E-1;8,689940426E-1
3,313577520E1;2,288975716E-1;3,336707354E-1;-7,870054245E-1;8,849337806E-1
3,314077869E1;2,793361843E-1;4,029799700E-1;-7,694425583E-1;9,123943284E-1
3,314578635E1;2,436035872E-1;4,758955240E-1;-7,301816940E-1;9,049776593E-1
3,315079005E1;2,341355681E-1;4,785194397E-1;-5,520687103E-1;7,671897936E-1
3,315579380E1;2,709521055E-1;4,205294847E-1;-2,377910614E-1;5,538995215E-1
3,316079744E1;2,713756263E-1;3,714296818E-1;3,294086456E-2;4,611830869E-1
3,316580119E1;1,687349081E-1;3,477576971E-1;7,840633392E-2;3,944039025E-1
3,317080489E1;8,252978325E-2;3,112223148E-1;1,143712997E-1;3,416888769E-1
3,317580859E1;4,858273268E-2;2,831261158E-1;1,506195068E-1;3,243561549E-1
3,318081234E1;6,125777960E-2;2,128075361E-1;1,035766602E-1;2,444743085E-1
3,318580906E1;1,855845451E-1;4,277491570E-2;-1,103487015E-1;2,201094108E-1
3,319081239E1;3,289365172E-1;8,707630634E-2;-3,019599915E-1;4,549300517E-1
3,319581578E1;2,421414256E-1;3,696615696E-1;-5,191974640E-1;6,817977359E-1
3,320081911E1;2,240626812E-1;6,346499920E-1;-6,042079926E-1;9,044622688E-1
3,320581937E1;3,422410190E-1;7,750993967E-1;-6,578598022E-1;1,072701034E0
3,321082255E1;3,932276666E-1;8,013192415E-1;-8,000621796E-1;1,198682617E0
3,321582578E1;3,257503211E-1;8,313446045E-1;-9,710741043E-1;1,319178547E0
3,322082895E1;3,167413473E-1;9,013259411E-1;-1,082392693E0;1,443706159E0
3,322581296E1;3,637367487E-1;1,006351709E0;-1,189111710E0;1,599698360E0
3,323081515E1;3,303302526E-1;1,050726891E0;-1,174009323E0;1,609795939E0
3,323581739E1;3,381865025E-1;1,062869310E0;-1,123353004E0;1,583029770E0
3,324081963E1;3,129920363E-1;1,078301191E0;-1,089772224E0;1,564704757E0
3,324585744E1;2,384872437E-1;1,089616895E0;-1,077963829E0;1,551176057E0
3,325086145E1;1,744742393E-1;1,065203071E0;-9,945297241E-1;1,467715304E0
3,325586546E1;1,905971169E-1;1,006922126E0;-9,471225739E-1;1,395442797E0
3,326086947E1;1,623534560E-1;9,623718262E-1;-9,452295303E-1;1,358667377E0
3,326584791E1;8,260697126E-2;9,239897728E-1;-9,767847061E-1;1,347104069E0
3,327085062E1;2,816247940E-2;9,156981707E-1;-9,843168259E-1;1,344684304E0
3,327585333E1;-8,458971977E-3;8,536266088E-1;-9,822206497E-1;1,301348280E0
3,328085609E1;3,508001566E-2;8,408317566E-1;-1,066210747E0;1,358320289E0
3,328587651E1;2,444559336E-2;8,535330296E-1;-1,097458839E0;1,390515057E0
3,329088015E1;1,483136415E-2;8,777042627E-1;-1,119132042E0;1,422336553E0
3,329588380E1;2,569699287E-2;8,490821123E-1;-1,214998245E0;1,482505145E0
3,330088744E1;1,198188066E-1;8,923257589E-1;-1,305985451E0;1,586253386E0
3,330588479E1;1,947707534E-1;8,330447674E-1;-1,315543175E0;1,569252394E0
3,331088812E1;2,339920998E-1;8,605415821E-1;-1,322732925E0;1,595276311E0
3,331589140E1;1,705921292E-1;8,909200430E-1;-1,298837662E0;1,584240976E0
3,332089473E1;1,287701726E-1;8,764387369E-1;-1,212831497E0;1,501894423E0
3,332590296E1;1,224336624E-1;8,193757534E-1;-1,186816216E0;1,447376715E0
3,333090656E1;1,586034298E-1;7,556940317E-1;-1,139380455E0;1,376377978E0
3,333591010E1;1,634024978E-1;7,262581587E-1;-1,010731697E0;1,255280786E0
3,334091369E1;1,104254127E-1;7,139961720E-1;-8,176918030E-1;1,091148106E0
3,334593515E1;4,969322681E-2;7,403182983E-1;-6,225509644E-1;9,685609443E-1
3,335093963E1;-4,490655661E-2;6,995899677E-1;-5,472764969E-1;8,893561074E-1
3,335594406E1;-6,977987289E-2;5,867545605E-1;-5,366067886E-1;7,981835569E-1
3,336094854E1;-5,474203825E-2;5,309076309E-1;-5,305461884E-1;7,525548892E-1
3,336592906E1;-5,430132151E-2;5,221655369E-1;-5,649232864E-1;7,711963440E-1
3,337093234E1;-9,729385376E-2;5,055086613E-1;-5,775051117E-1;7,736389692E-1
3,337593562E1;-9,827160835E-2;5,574399233E-1;-5,324745178E-1;7,771265593E-1
3,338093885E1;-1,064869761E-1;6,324124336E-1;-4,778327942E-1;7,997556761E-1
3,338596062E1;-1,351321340E-1;6,949069500E-1;-4,591646194E-1;8,437941162E-1
3,339096484E1;-1,785330772E-1;7,374455929E-1;-3,903427124E-1;8,532687122E-1
3,339596901E1;-1,363542080E-1;7,264820337E-1;-4,197578430E-1;8,500383886E-1
3,340097322E1;-1,092166901E-1;6,738518476E-1;-4,060955048E-1;7,943035673E-1
3,340598213E1;-9,459486604E-2;6,921752691E-1;-3,517990112E-1;7,821875326E-1
3,341098661E1;-9,709513187E-2;7,308440208E-1;-2,568626404E-1;7,807296994E-1
3,341599104E1;-9,736070037E-2;7,181141376E-1;-1,595973969E-1;7,420500992E-1
3,342099546E1;-5,618271232E-2;7,253203392E-1;-2,864265442E-2;7,280566553E-1
3,342598661E1;5,195513368E-2;7,431643009E-1;1,251163483E-1;7,554115532E-1
3,343099031E1;9,129250050E-2;7,407126427E-1;2,658777237E-1;7,922629006E-1
3,343599411E1;1,719703972E-1;7,350764275E-1;3,984918594E-1;8,536433294E-1
3,344099781E1;2,555871308E-1;7,359664440E-1;6,275424957E-1;1,000390410E0
3,344598390E1;2,828630507E-1;7,432520390E-1;8,786125183E-1;1,185071751E0
3,345098676E1;3,037714958E-1;7,598563433E-1;1,171718597E0;1,429189720E0
3,345598968E1;2,591105103E-1;7,515103817E-1;1,467077255E0;1,668598748E0
3,346099255E1;1,401247233E-1;7,420884371E-1;1,709689140E0;1,869055147E0
3,346602666E1;1,202354580E-2;7,576072216E-1;1,971443176E0;2,112037278E0
3,347103109E1;-2,324674278E-2;7,764652967E-1;2,156632423E0;2,292270093E0
3,347603552E1;4,258812219E-2;7,938983440E-1;2,265344620E0;2,400807067E0
3,348103994E1;1,939022243E-1;8,485330343E-1;2,486618996E0;2,634555069E0
3,348601234E1;3,810240626E-1;9,766669273E-1;2,442214966E0;2,657719241E0
3,349101520E1;6,235303879E-1;8,601852655E-1;2,015181541E0;2,278083730E0
3,349601802E1;7,715429664E-1;6,007422209E-1;1,662825584E0;1,929030505E0
3,350102088E1;8,730691671E-1;5,324442387E-1;1,564291954E0;1,868891638E0
3,350604520E1;1,025935173E0;4,715863466E-1;1,635417938E0;1,987342068E0
3,351104911E1;1,089592934E0;3,089115620E-1;1,883064270E0;2,197400773E0
3,351605302E1;8,160849214E-1;2,725945711E-1;2,287773132E0;2,444219365E0
3,352105692E1;4,758447409E-1;2,789919376E-1;2,765592575E0;2,820065072E0
3,352605979E1;1,398718953E-1;2,704381943E-1;3,357162476E0;3,370940648E0
3,353106364E1;-3,600255549E-1;1,887270212E-1;3,763424873E0;3,785314130E0
3,353606755E1;-5,832056403E-1;-1,178025007E-1;3,831624985E0;3,877545135E0
3,354107135E1;-6,004694700E-1;-4,921829104E-1;3,765633583E0;3,844841204E0
3,354606749E1;-6,558940411E-1;-7,824708223E-1;3,658983231E0;3,798765044E0
3,355107093E1;-6,503233314E-1;-8,775686026E-1;3,389771461E0;3,561403887E0
3,355607442E1;-6,563809514E-1;-8,268371224E-1;3,056427956E0;3,233612133E0
3,356107791E1;-5,861395597E-1;-7,102116346E-1;2,908017159E0;3,050331776E0
3,356608989E1;-5,223114491E-1;-5,759386420E-1;2,769839287E0;2,876894896E0
3,357109374E1;-5,068566799E-1;-3,662554622E-1;2,457746506E0;2,536052966E0
3,357609765E1;-3,936484158E-1;-1,142642498E-1;1,876243591E0;1,920496136E0
3,358110156E1;-1,830957830E-1;-1,815569401E-2;1,319872856E0;1,332635753E0
3,358610463E1;2,231104970E-1;6,795763969E-3;9,535312653E-1;9,793091188E-1
3,359110848E1;7,195760012E-1;-6,719827652E-2;6,834869385E-1;9,947158513E-1
3,359611234E1;9,213296771E-1;-3,557407856E-2;7,223243713E-1;1,171267000E0
3,360111619E1;7,926808596E-1;7,607054710E-2;8,971967697E-1;1,199621489E0
3,360611713E1;6,912512779E-1;-1,888406277E-2;1,028370857E0;1,239246367E0
3,361112083E1;9,046682715E-1;-3,932036757E-1;1,261734962E0;1,601564525E0
3,361612447E1;1,041274905E0;-7,618924379E-1;1,513522148E0;1,988839563E0
3,362112822E1;1,005749464E0;-1,062555790E0;1,872337341E0;2,376174217E0
3,362613416E1;8,905960321E-1;-1,282887220E0;2,302227020E0;2,781943595E0
3,363113796E1;7,635853887E-1;-1,518589973E0;2,717027664E0;3,204905222E0
3,363614177E1;6,682370901E-1;-1,781713009E0;3,128752708E0;3,661985195E0
3,364114562E1;6,000180840E-1;-1,986151099E0;3,523022652E0;4,088582455E0
3,364612286E1;4,873627424E-1;-2,158987522E0;3,887906075E0;4,473763875E0
3,365112531E1;3,579564095E-1;-2,272157907E0;4,240170479E0;4,823886404E0
3,365612781E1;2,317364812E-1;-2,272071362E0;4,489001274E0;5,036580438E0
3,366113031E1;1,328752041E-1;-2,253322124E0;4,546067238E0;5,075612648E0
3,366615958E1;6,380450726E-2;-2,190559864E0;4,481051445E0;4,988230707E0
3,367116338E1;2,218753099E-2;-2,075532675E0;4,277460098E0;4,754470850E0
3,367616718E1;7,242840528E-2;-1,935703516E0;3,854225159E0;4,313611660E0
3,368117104E1;1,929154992E-1;-1,762654066E0;3,250020027E0;3,702269024E0
3,368617468E1;3,807053268E-1;-1,518675327E0;2,486694336E0;2,938530248E0
3,369117848E1;5,278266668E-1;-1,289858937E0;1,657787323E0;2,165778354E0
3,369618234E1;6,070240736E-1;-9,702620506E-1;8,925962448E-1;1,451418179E0
3,370118614E1;6,285278797E-1;-6,476079822E-1;1,647281647E-1;9,173760202E-1
3,370616713E1;6,785757542E-1;-4,713765979E-1;-4,326038361E-1;9,326344569E-1
3,371116984E1;8,409548998E-1;-3,519772887E-1;-9,666013718E-1;1,328687837E0
3,371617249E1;9,234831333E-1;-2,211772203E-1;-1,360908508E0;1,659461487E0
3,372117515E1;9,985733032E-1;-1,284083128E-1;-1,690002441E0;1,967166894E0
3,372620343E1;1,058024049E0;-8,775293827E-2;-1,994725227E0;2,259655770E0
3,373120739E1;9,840224981E-1;-1,294890642E-1;-2,208263874E0;2,421052877E0
3,373621135E1;8,223218918E-1;-2,510582209E-1;-2,404956818E0;2,554028351E0
3,374121531E1;7,052555084E-1;-4,356234670E-1;-2,436517715E0;2,573668921E0
3,374620015E1;6,550239325E-1;-6,782236099E-1;-2,339066982E0;2,521959152E0
3,375120312E1;6,052250862E-1;-8,305281401E-1;-2,155826092E0;2,388233769E0
3,375620609E1;4,944183230E-1;-9,238352776E-1;-1,937131882E0;2,202362601E0
3,376120911E1;3,644268811E-1;-9,944322705E-1;-1,764320374E0;2,057797092E0
3,376620926E1;3,365325928E-1;-1,016478777E0;-1,548738480E0;1,882836734E0
3,377121213E1;4,169708788E-1;-1,110346317E0;-1,393218040E0;1,829696742E0
3,377621499E1;4,994016588E-1;-1,151972532E0;-1,355040550E0;1,847316330E0
3,378121786E1;5,539784431E-1;-1,161081195E0;-1,285649300E0;1,818762155E0
3,378625124E1;5,792028308E-1;-1,118690968E0;-1,302292824E0;1,811880791E0
3,379125567E1;5,753919482E-1;-1,049096704E0;-1,385675430E0;1,830785674E0
3,379626010E1;5,549135804E-1;-9,786607623E-1;-1,521336555E0;1,892133950E0
3,380126447E1;4,930613935E-1;-9,479461908E-1;-1,680504799E0;1,991433629E0
3,380625937E1;4,314783812E-1;-9,134690166E-1;-1,839265823E0;2,098451335E0
3,381126328E1;4,357047677E-1;-8,772482872E-1;-1,945039272E0;2,177746765E0
3,381626718E1;4,105108976E-1;-7,909379005E-1;-2,069759369E0;2,253443100E0
3,382127114E1;3,996097445E-1;-6,730091572E-1;-2,158511162E0;2,296040006E0
3,382627499E1;4,140223265E-1;-5,900720954E-1;-2,175543308E0;2,291852580E0
3,383127890E1;3,832406402E-1;-5,300570726E-1;-2,070757389E0;2,171605409E0
